"munic";"maes_chefes_91";"maes_chefes_00";"maes_chefes_10";"mortalidade_91";"mortalidade_00";"mortalidade_10";"uf"
"Panelas ";12,65;16,73;51,27;81,21;62,1;22,1;"PE"
"Panorama ";10,27;11,19;20,47;32,16;19,3;16,6;"SP"
"Pantano Grande ";6,95;13,89;23,88;26,74;24,5;14,2;"RS"
"Pão de Açúcar ";17,96;20,39;22,85;71,73;44,34;21,8;"AL"
"Papagaios ";18,91;12,16;18,46;36,67;33,62;15,4;"MG"
"Papanduva ";9,69;16,76;28,82;36,59;23,9;13,3;"SC"
"Paquetá ";9;11,05;7,08;87,17;54,36;31,4;"PI"
"Paracambi ";14;13,76;10,99;37,48;23,93;15,9;"RJ"
"Paracatu ";21,06;19,56;15,89;34,87;26,71;13,5;"MG"
"Paracuru ";8,39;26,04;34,05;78,08;52,55;27,3;"CE"
"Pará de Minas ";13,22;14,96;14,77;25,75;16;14;"MG"
"Paragominas ";13,95;21,99;36,44;64,19;40,9;23,14;"PA"
"Paraguaçu ";8,88;11,92;15,07;30,67;17,89;13,9;"MG"
"Paraguaçu Paulista ";13,12;13,65;12,95;30,06;23,1;14,5;"SP"
"Paraíba do Sul ";8,86;16,7;15,76;24,23;18,21;15,9;"RJ"
"Paraibano ";13,91;22,78;39,74;86,44;61,49;34,8;"MA"
"Paraibuna ";10,27;10,84;16,42;33,86;19,8;16,5;"SP"
"Paraipaba ";11,66;17,62;28,91;66,21;38,22;28,8;"CE"
"Paraí ";NA;1,58;3,37;15,55;15,1;11;"RS"
"Paraíso do Norte ";13,55;15,13;10,57;40,64;26;14,3;"PR"
"Paraíso do Sul ";4,62;4,67;12,49;26,74;20,7;13;"RS"
"Paraíso do Tocantins ";18,66;13,61;12,23;45,08;34,79;14,2;"TO"
"Paraisópolis ";10,69;7,73;15,83;25,17;20,69;13,7;"MG"
"Paraíso ";5,87;5,83;19,32;23,9;20,2;13,6;"SC"
"Paraíso ";1,58;8,99;11,89;24,99;14,7;13,3;"SP"
"Parambu ";14,41;16,54;32,54;58,1;36,95;24;"CE"
"Paramirim ";16,02;8,65;15,54;53,4;41,62;22,9;"BA"
"Paramoti ";11,93;8,15;31,7;78,13;51,77;28,2;"CE"
"Paranacity ";8,48;18,23;7,49;29,82;24,88;12,2;"PR"
"Paranaguá ";11,79;14,36;18,02;30,82;20,4;10,81;"PR"
"Paranaíba ";15;12,21;12,22;34,47;25,14;18,9;"MS"
"Paranaiguara ";11,67;15,42;11,62;26,92;21,2;13;"GO"
"Paranaíta ";12,96;9,14;19,81;36,56;30,1;17,7;"MT"
"Paranapanema ";9,05;10,8;20,05;37;20,8;14,3;"SP"
"Paranapoema ";8,59;12,86;20,94;35,28;24,69;12,6;"PR"
"Paranapuã ";10,97;6,98;7,16;24,24;20,3;14;"SP"
"Paraná ";8,22;9,16;16,96;80,09;54,49;22,2;"RN"
"Paranatama ";17,84;11,86;33,16;103,59;84,25;36,3;"PE"
"Paranatinga ";12,36;6,26;25,08;39,31;30,37;16,7;"MT"
"Paranã ";11,68;22,48;30,49;57,65;44,62;22;"TO"
"Paranavaí ";11,11;11,52;9,71;28,45;20,4;11,9;"PR"
"Paranhos ";16,48;31,48;48,56;47,42;28,09;20,2;"MS"
"Paraopeba ";26,38;25,28;14,02;34,36;27,35;19,4;"MG"
"Parapuã ";8,2;4,62;12,25;27,24;17,7;15,1;"SP"
"Parari ";8,6;5,16;34,57;86,67;52,82;30,6;"PB"
"Paratinga ";19,19;15,72;17,88;76,93;44,32;23,1;"BA"
"Paraty ";6,58;13,99;22,58;20,79;15,69;13,4;"RJ"
"Parauapebas ";15,41;20,88;19,25;42,63;32,28;17,4;"PA"
"Paraúna ";11,66;10,49;14,88;26,31;25,9;15,4;"GO"
"Paraú ";13,53;11,4;8,47;95,14;64,74;32,3;"RN"
"Parazinho ";23,03;16,21;36,73;97,55;68,67;32,6;"RN"
"Pardinho ";4,47;8,84;18,39;29,44;18,1;15,9;"SP"
"Pareci Novo ";4,5;19,43;25,89;15,55;13,2;11,3;"RS"
"Parecis ";7,51;2,95;10,3;43;30,38;18;"RO"
"Parelhas ";9,65;10,2;16,6;48,45;31,54;18,3;"RN"
"Pariconha ";15,87;17,13;68,55;82,91;55,23;28,7;"AL"
"Parintins ";15,93;17,29;25,12;50,43;38,66;17,7;"AM"
"Paripiranga ";13,89;13,58;28,18;87,69;59,47;33,8;"BA"
"Paripueira ";26,06;28,12;29,58;65,4;49,3;26,4;"AL"
"Pariquera-Açu ";12,14;9,61;17,92;30,73;18,6;12,3;"SP"
"Parisi ";NA;13,22;7,03;35,8;21,8;14;"SP"
"Parnaguá ";8,74;14,16;13,13;75,92;46,16;23;"PI"
"Parnaíba ";15,11;18,83;16,69;61,32;34,09;16,83;"PI"
"Parnamirim ";9,69;19,53;23,74;55,91;51,32;22,4;"PE"
"Parnamirim ";13,69;13,6;13,27;49,72;35,26;15,01;"RN"
"Parnarama ";18,69;23,18;39,19;87,55;50,93;27,8;"MA"
"Parobé ";11,11;20,45;25,86;17,9;15,3;8,9;"RS"
"Passabém ";4,66;12,76;14,87;36,67;35,81;20;"MG"
"Passa E Fica ";14,3;14,86;18,02;82,15;49,72;24,4;"RN"
"Passagem Franca do Piauí ";13,07;20,91;34,84;78,41;47,24;26,4;"PI"
"Passagem Franca ";17,61;11,68;39,85;87,89;57,19;36;"MA"
"Passagem ";79,24;22,97;32,87;63,46;39,41;20,6;"PB"
"Passagem ";24,97;7,53;24,27;53,33;36,44;27,2;"RN"
"Passa Quatro ";6,06;10,5;17,04;31,23;20,74;13;"MG"
"Passa Sete ";1,21;12,29;7,9;29,24;19,7;17,3;"RS"
"Passa Tempo ";7,6;9,38;8,94;28,78;22,95;17,8;"MG"
"Passa-Vinte ";8,93;8,44;16,56;30,63;21,06;17,7;"MG"
"Passira ";12,01;14,61;20,21;70,84;57,81;24,6;"PE"
"Passo de Camaragibe ";15,28;25,18;25,93;83,32;55,2;39,3;"AL"
"Passo de Torres ";9,52;11,18;12,4;27,56;20,4;10,8;"SC"
"Passo do Sobrado ";7,78;3,28;10,4;20,59;19;11,4;"RS"
"Passo Fundo ";9,61;11,51;15,67;23,63;16,8;11,73;"RS"
"Passos Maia ";10,25;8,06;7,86;32,96;27,2;15,8;"SC"
"Passos ";9,5;10,28;11,02;30,38;22,63;10,35;"MG"
"Pastos Bons ";38,93;19,32;33,86;64,92;48,69;28,8;"MA"
"Patis ";18,46;13,18;20,72;55,86;42,48;20;"MG"
"Pato Bragado ";12,46;12,69;11,42;28,45;24,71;14,9;"PR"
"Pato Branco ";12,91;11,06;13,19;30,51;20,4;11,8;"PR"
"Patos de Minas ";12,05;9,87;9,14;29,5;17,96;14,47;"MG"
"Patos do Piauí ";11,71;11,3;12,83;62,56;49,14;27;"PI"
"Patos ";16,66;18,97;18,44;66,18;32,31;15,27;"PB"
"Patrocínio do Muriaé ";4,31;11,35;17,46;32,81;22,88;19;"MG"
"Patrocínio ";13,14;11,57;15,36;27,69;16,92;13,6;"MG"
"Patrocínio Paulista ";8,45;8,84;13,78;26,98;17,6;15,4;"SP"
"Patu ";12,8;10,45;15,19;70,24;42,92;23,6;"RN"
"Paty do Alferes ";13,64;16,28;18,87;37,48;26,31;16,4;"RJ"
"Pau Brasil ";20,47;22,47;24,71;84,91;60,66;31,9;"BA"
"Paudalho ";15,52;18,56;24,88;58,14;45,63;21,5;"PE"
"Pau D'Arco do Piauí ";NA;9,55;42,27;88,23;49,76;29,4;"PI"
"Pau D'Arco ";14,88;19,37;28,29;53,38;34,67;27,3;"PA"
"Pau D'Arco ";NA;14,2;41,9;49,22;44,26;19,7;"TO"
"Pau dos Ferros ";9,6;14,89;15,15;48,45;32,02;18,2;"RN"
"Pauini ";28,11;13,7;37,99;65,43;59,65;30,2;"AM"
"Paula Cândido ";13,68;9,29;10,77;40,25;33,84;16,3;"MG"
"Paula Freitas ";7,65;8,45;16,17;30,82;22,4;11,7;"PR"
"Paulicéia ";8,24;15,88;11,19;36,67;22,9;16,9;"SP"
"Paulínia ";7,52;10,42;12,04;20,7;17,4;12,62;"SP"
"Paulino Neves ";21,73;26,9;35,8;102,53;57,11;35,5;"MA"
"Paulistana ";14,04;12,85;20,33;74,25;47,49;24,9;"PI"
"Paulistânia ";NA;10,64;23,04;26,9;20,5;16,3;"SP"
"Paulista ";7,56;10,25;23,61;58,88;47,4;28;"PB"
"Paulista ";13,91;12,65;13,75;36,54;27,49;15;"PE"
"Paulistas ";12,38;15,51;29,92;33,6;24,64;19,6;"MG"
"Paulo Afonso ";15,8;16,89;19,84;66,45;29,99;20,8;"BA"
"Paulo Bento ";12,98;3,68;5,8;17,51;16;10,8;"RS"
"Paulo de Faria ";11,82;14,81;13,03;34,27;23,7;18;"SP"
"Paulo Frontin ";3,77;6,71;10,91;39,85;34,13;15;"PR"
"Paulo Jacinto ";18,65;17,26;35,29;77,28;42,57;33;"AL"
"Paulo Lopes ";3,39;9,8;11,5;21,05;19,6;11;"SC"
"Paulo Ramos ";25,48;16,01;29,28;113,04;69,87;45,3;"MA"
"Pavão ";9,03;17,76;21,33;35,5;29,4;17,3;"MG"
"Paverama ";6,88;9,88;15,25;18,68;17,9;12,2;"RS"
"Pavussu ";3,02;9,87;20,14;65,67;52,99;28,3;"PI"
"Peabiru ";14,16;15,76;12,43;44,96;28,19;13,3;"PR"
"Peçanha ";12,27;17,91;27,24;51,39;39,05;20;"MG"
"Pederneiras ";7,91;11,02;13,27;30,69;18,6;16,8;"SP"
"Pé de Serra ";12,44;15,83;22,8;70,03;45,28;22,4;"BA"
"Pedra Azul ";20,54;20,64;32,89;46,9;35,91;19;"MG"
"Pedra Bela ";10,94;7,15;10,11;38,95;22,9;18,4;"SP"
"Pedra Bonita ";3,42;11,87;10,8;36,29;35,42;25,5;"MG"
"Pedra Branca ";12,18;15,17;28,69;85,78;49,65;21,6;"CE"
"Pedra Branca do Amapari ";26,84;40,97;30,79;62,24;39,42;20;"AP"
"Pedra Branca ";10,33;17,28;16,87;70,83;48,88;25,3;"PB"
"Pedra do Anta ";5,69;5,81;13,42;48,43;33,72;16,5;"MG"
"Pedra do Indaiá ";6,2;0,85;4,77;27,89;20,29;14,4;"MG"
"Pedra Dourada ";0,91;12,51;13,62;36,18;33,72;15,9;"MG"
"Pedra Grande ";19,92;12,84;23,44;91,09;56,21;22,8;"RN"
"Pedra Lavrada ";2,63;11,89;18,85;107,04;56,31;30,6;"PB"
"Pedralva ";6,83;10,5;22,22;32,74;26,01;17,9;"MG"
"Pedra Mole ";13;13,88;26,31;85,53;50,59;38,1;"SE"
"Pedranópolis ";10,37;12,59;3,71;19,97;19,2;12,9;"SP"
"Pedrão ";14,18;17,5;28,07;58,87;42,52;23;"BA"
"Pedra ";13,47;20,16;34,72;84,74;62,46;28,2;"PE"
"Pedra Preta ";12,72;12,03;11,12;26,5;26,23;17,4;"MT"
"Pedra Preta ";8,4;18,1;47,39;94,57;60,92;26,4;"RN"
"Pedras Altas ";9,03;13,8;21,07;28,37;20,9;13,9;"RS"
"Pedras de Fogo ";13,51;17,07;17,9;74,23;47,55;23,8;"PB"
"Pedras de Maria da Cruz ";13,29;24,77;23,3;45,06;38,14;20;"MG"
"Pedras Grandes ";6,95;3,39;23,44;23,67;18,4;10,7;"SC"
"Pedregulho ";18,41;11,69;11,76;29,25;18,9;16;"SP"
"Pedreiras ";21,21;15,4;16,5;74,73;35,91;22;"MA"
"Pedreira ";5,24;8,93;10,77;21,89;14,4;12,1;"SP"
"Pedrinhas Paulista ";NA;8,13;2,43;23,09;14,7;13,3;"SP"
"Pedrinhas ";31,52;35,2;35,73;68,85;52,67;27,5;"SE"
"Pedrinópolis ";4,01;12,86;10,35;25,18;20,33;13,4;"MG"
"Pedro Afonso ";13,36;15,68;8,89;49,61;31,25;12,4;"TO"
"Pedro Alexandre ";16,84;26,42;38,21;80,03;46,06;22,6;"BA"
"Pedro Avelino ";6,86;21,17;25,7;86,85;53,02;20,4;"RN"
"Pedro Canário ";13,2;15,99;21,07;42,17;26,18;15,9;"ES"
"Pedro de Toledo ";18,03;14,28;14,12;33,52;28;16,8;"SP"
"Pedro do Rosário ";18,81;25,58;52,71;85,03;60,48;40,7;"MA"
"Pedro Gomes ";18,82;13,53;19,05;43,38;26,51;21,4;"MS"
"Pedro Ii ";18,2;17,76;23,24;54,46;38,89;24,9;"PI"
"Pedro Laurentino ";14,99;9,04;30,6;72,89;49,76;28,7;"PI"
"Pedro Leopoldo ";10,4;13,77;12,2;23,03;17,8;13,4;"MG"
"Pedro Osório ";11,24;12,6;23,15;27,33;23,3;13,1;"RS"
"Pedro Régis ";9,19;19,86;23,74;90,38;47,95;26,7;"PB"
"Pedro Teixeira ";7,58;16,18;37,32;46,46;41,82;19,3;"MG"
"Pedro Velho ";12,47;15,95;31,23;58,79;51,69;28,9;"RN"
"Peixe-Boi ";12,22;10,34;24,16;70,65;45,94;26,2;"PA"
"Peixe ";15,12;16,64;19,53;51,43;34,09;16,8;"TO"
"Peixoto de Azevedo ";19,73;22,62;21,41;33,41;33,08;23;"MT"
"Pejuçara ";3,34;9,36;10,74;23,2;20;10,2;"RS"
"Pelotas ";11,01;12,72;16,6;21;19,09;12,39;"RS"
"Penaforte ";15,32;17,16;30,78;60,05;37,93;24,6;"CE"
"Penalva ";21,69;19,2;39,08;97,86;57,11;41,5;"MA"
"Penápolis ";8,58;9,69;12,95;29,62;17,2;12,43;"SP"
"Pendências ";15,48;13,16;24,61;95,14;59,22;26,1;"RN"
"Penedo ";20,08;22,14;23,23;70,48;42,32;25,1;"AL"
"Penha ";4,9;16;20,11;27,34;19,2;10,9;"SC"
"Pentecoste ";16,72;14,08;19,89;88,96;53,37;29,4;"CE"
"Pequeri ";15,05;10,98;21,54;36,29;24,08;12,4;"MG"
"Pequi ";6,83;9,99;6,83;30,55;22,54;17,8;"MG"
"Pequizeiro ";13,55;15,64;7,81;54,84;40,03;17,6;"TO"
"Perdigão ";14,23;8,34;26,57;27,2;16,95;14,4;"MG"
"Perdizes ";9,42;6,11;17,83;24,08;20,33;11,4;"MG"
"Perdões ";10,16;9,26;11,89;27,2;16,15;11,5;"MG"
"Pereira Barreto ";10,95;12,45;6,58;24,08;21,1;13,7;"SP"
"Pereiras ";5,36;14,1;18,31;28,11;16,5;11,4;"SP"
"Pereiro ";12,62;22,12;25,69;62,19;46,24;22,1;"CE"
"Peri Mirim ";27,59;16,39;20,99;85,39;56,56;30,6;"MA"
"Periquito ";16,32;21,95;24,02;40,92;28,72;14,8;"MG"
"Peritiba ";6,84;4,45;13,53;25,18;17,6;9,8;"SC"
"Peritoró ";19,99;25,67;52,06;94,76;48;25;"MA"
"Perobal ";4,03;8,84;8,75;31,66;27,26;13;"PR"
"Pérola D'Oeste ";3,74;12,49;9,45;28,46;23,91;15,7;"PR"
"Perolândia ";10,07;8,54;14,19;31,05;30,8;13,3;"GO"
"Pérola ";12,7;11,95;14,02;29,46;26,39;15,2;"PR"
"Peruíbe ";12,37;17,68;20,43;35,76;22,4;12,9;"SP"
"Pescador ";14,37;12,42;21,76;44,56;32,77;15,6;"MG"
"Pesqueira ";17,54;17,5;30,2;89,58;69,08;26,8;"PE"
"Petrolândia ";14,75;21,31;24,94;58,47;47,35;26;"PE"
"Petrolândia ";5,11;8,52;9,34;30,69;23,8;16,4;"SC"
"Petrolina de Goiás ";8,06;6,4;7,75;28,42;21,9;13,1;"GO"
"Petrolina ";14,44;18,83;20,61;42,82;35,89;18,67;"PE"
"Petrópolis ";11,61;13,81;16,92;25,59;18,21;12,86;"RJ"
"Piaçabuçu ";17,51;33,21;29,14;70,48;45,52;34,2;"AL"
"Piacatu ";10,56;13,85;16,13;27,61;24,7;13,9;"SP"
"Piancó ";17,8;7,65;16,94;74,84;40,98;30;"PB"
"Piatã ";16,48;14,89;19,92;61,24;38,23;24;"BA"
"Piau ";9,68;8,91;13,09;29,36;24,08;16,2;"MG"
"Picada Café ";7,45;5,8;6,59;22,2;20;12,1;"RS"
"Piçarra ";10,53;11,64;22,74;53,38;32,77;19,8;"PA"
"Picos ";11,8;13,52;11,88;54,13;32,32;24,07;"PI"
"Picuí ";17,58;14,19;23,56;80,83;49,94;28,3;"PB"
"Piedade de Caratinga ";4,52;16,41;23,2;41,22;40,79;21,6;"MG"
"Piedade de Ponte Nova ";29,17;23,24;21,73;44,53;34,42;18,4;"MG"
"Piedade do Rio Grande ";12,05;7,62;12,41;40,36;34,42;16,6;"MG"
"Piedade dos Gerais ";4,08;16,72;7,97;37,19;31,15;14,7;"MG"
"Piedade ";7,24;11,58;18,51;35,52;21;13,4;"SP"
"Piên ";3,74;6,22;20,17;41,6;29,59;15,4;"PR"
"Pilão Arcado ";8,89;11,17;27,74;85,39;55,7;29,9;"BA"
"Pilar ";21,21;21,31;20,61;89,32;51,11;25,6;"AL"
"Pilar de Goiás ";5,84;4,82;4,18;33,58;28,5;14,7;"GO"
"Pilar do Sul ";10,64;15;10,64;35,52;24,8;16;"SP"
"Pilar ";16,19;16,57;27,35;93,18;47,55;23;"PB"
"Pilões ";4,98;25,24;27,34;67,25;47,59;24,5;"PB"
"Pilões ";4;6,55;7,38;72,66;41,33;22;"RN"
"Pilõezinhos ";13,29;15,43;45,99;66,31;34,85;18,7;"PB"
"Pimenta Bueno ";14,75;14,14;16,22;42,9;27,5;17,6;"RO"
"Pimenta ";9,75;10,23;20,7;27,89;20,29;15,4;"MG"
"Pimenteiras do Oeste ";18,79;40,99;17,21;37,19;26,45;15,7;"RO"
"Pimenteiras ";11,58;11,43;27,61;61,15;42,61;23,6;"PI"
"Pindaí ";8,97;9,84;15,58;55,15;36,3;22,7;"BA"
"Pindamonhangaba ";11,45;10,02;12,1;29,72;17;12,9;"SP"
"Pindaré-Mirim ";17,95;22,68;35,17;94,09;48,15;28,4;"MA"
"Pindoba ";27,73;17,46;15,04;87,16;47,98;39,4;"AL"
"Pindobaçu ";12,35;26,71;25,46;89,13;48,62;26,2;"BA"
"Pindorama do Tocantins ";9,81;15,6;19,31;62,27;46,27;29,8;"TO"
"Pindorama ";3,05;6,73;8,43;22,84;17,7;14;"SP"
"Pindoretama ";9,35;20,53;24,34;68,39;46,66;25,7;"CE"
"Pingo-D'Água ";5,68;16,38;11,05;34,02;33,68;25;"MG"
"Pinhais ";14,16;13,32;14,76;33,91;24;14,66;"PR"
"Pinhalão ";8,3;5,8;8,14;44,32;28,8;14;"PR"
"Pinhal da Serra ";9,98;4,83;10,81;25,25;18,7;12,6;"RS"
"Pinhal de São Bento ";9,69;9,38;14,95;37,5;26,41;15,4;"PR"
"Pinhal Grande ";13,4;3,66;5,73;25,84;24,4;15,2;"RS"
"Pinhal ";6,98;6,05;20,51;23,51;17,9;11,3;"RS"
"Pinhalzinho ";4,42;8,82;12,02;18,98;16,7;9,5;"SC"
"Pinhalzinho ";3,93;11,23;15,23;26,18;21,2;17,2;"SP"
"Pinhão ";17,87;14,22;28,21;51,64;32,5;15;"PR"
"Pinhão ";24,35;19,66;31,03;69,2;52,18;35,4;"SE"
"Pinheiral ";10,47;15,18;26,85;23,84;18,33;16,9;"RJ"
"Pinheirinho do Vale ";5,51;7,99;15,57;24,64;23;13,2;"RS"
"Pinheiro Machado ";7,55;16,84;19,97;28,37;18,1;11,8;"RS"
"Pinheiro ";21,82;26,54;23,14;85,09;48,69;25,5;"MA"
"Pinheiro Preto ";5,22;8,95;12,1;26,93;25,4;11;"SC"
"Pinheiros ";16,27;17,57;24,78;41,71;26,85;15,5;"ES"
"Pintadas ";17,87;14,16;33,29;78,37;47,81;24,7;"BA"
"Pintópolis ";18,66;12;20,45;49,78;35,47;18,7;"MG"
"Pio Ix ";10,7;12,59;18,2;65,67;52,99;26,4;"PI"
"Pio Xii ";14,62;21,28;28,65;98,45;59,22;33,9;"MA"
"Piquerobi ";4,54;3,68;9,39;27,71;22,5;14,4;"SP"
"Piquet Carneiro ";10,21;9,34;28,34;66,96;47,3;21,6;"CE"
"Piquete ";8,55;8,67;14,2;29,59;18,1;15,7;"SP"
"Piracaia ";13,14;10,38;15,95;25,42;19,8;13,2;"SP"
"Piracanjuba ";7,34;6,53;7,19;26,22;24,7;11,6;"GO"
"Piracema ";8,09;7,32;12,29;35,91;31,16;17,7;"MG"
"Piracicaba ";8,36;10,27;11,59;22,88;16,8;14,44;"SP"
"Piracuruca ";23,68;20,83;29,96;63,4;37,44;24,2;"PI"
"Piraí do Norte ";12,45;21,69;41,03;65,62;36,56;25,3;"BA"
"Piraí do Sul ";7,24;8,83;17,72;42,97;28,81;14,2;"PR"
"Piraí ";10,46;17,7;13,2;26,15;18,33;16,7;"RJ"
"Pirajuba ";8,4;7,38;20,01;23,72;19,41;13,2;"MG"
"Pirajuí ";11,3;10,06;14,06;23,3;14,2;12;"SP"
"Piraju ";13,08;8,91;13,02;37,43;22,1;13,8;"SP"
"Pirambu ";36,01;30,73;42,42;62,38;46,59;25;"SE"
"Piranga ";18,4;11,16;25,15;39,99;37,06;18,7;"MG"
"Pirangi ";5,03;4,23;11,86;23,83;15,8;13,3;"SP"
"Piranguçu ";5;12;15,35;34;26,12;18;"MG"
"Piranguinho ";12,61;6,94;12,63;34;26,12;14,6;"MG"
"Piranhas ";8,35;23,86;50,97;77,28;43,69;23;"AL"
"Piranhas ";12,28;12,3;8,66;27,22;23,8;12;"GO"
"Pirapemas ";12,43;20,44;41,62;77,7;53,15;31,1;"MA"
"Pirapetinga ";11,7;13,01;10,79;31,26;25,44;14,6;"MG"
"Pirapora do Bom Jesus ";18,7;21,31;20,11;28,99;22,6;17;"SP"
"Pirapora ";21,3;19,6;10,04;33,27;30,42;15,9;"MG"
"Pirapó ";2,19;6,88;16,77;28,66;24,3;13,5;"RS"
"Pirapozinho ";11,48;8,25;9,34;27,94;20,2;12,1;"SP"
"Piraquara ";18,08;23,3;24,79;26,76;18,4;9,29;"PR"
"Piraquê ";39,49;11,06;11,55;47,9;35,32;19,7;"TO"
"Pirassununga ";6,62;9,02;10,11;24,25;16,2;10,42;"SP"
"Piratininga ";8,57;9,86;8,09;24,55;17,3;12,5;"SP"
"Piratini ";6,53;5,38;13,98;23,22;20,9;13,8;"RS"
"Piratuba ";6,5;8,67;11,17;23,53;23;14;"SC"
"Piraúba ";9,98;8,21;9,97;29,82;18,52;14,5;"MG"
"Pirenópolis ";12,29;8,87;15,64;28,78;24,9;16,7;"GO"
"Pires do Rio ";10,47;7,18;11,47;24,83;23,5;10,8;"GO"
"Pires Ferreira ";16,22;11,45;22,4;80,58;49,42;23,2;"CE"
"Piripá ";9,49;13,05;18,32;56,89;37,64;24,2;"BA"
"Piripiri ";14,2;13,39;28,19;54,13;41,74;23,4;"PI"
"Piritiba ";19,26;23,02;32,57;63,69;42,54;25,6;"BA"
"Pirpirituba ";12,84;22,42;22,62;80,85;50,09;28,3;"PB"
"Pitanga ";9,23;10,27;18,85;39,85;26,8;15,4;"PR"
"Pitangueiras ";3,69;3,74;33,53;35,24;22,2;12;"PR"
"Pitangueiras ";10,02;15,79;15,76;28,18;21,8;15,1;"SP"
"Pitangui ";14,42;11,98;16,37;25,75;14,97;12,1;"MG"
"Pitimbu ";26,95;28,03;34,8;82,95;47,59;26,8;"PB"
"Piúma ";10,26;14,58;22,92;34,48;18,8;12,6;"ES"
"Piumhi ";13,72;9,13;18,92;29,12;17,63;11,5;"MG"
"Pium ";11,08;17,87;19,77;66,94;37,75;15,5;"TO"
"Placas ";3,65;4,28;23,17;48,84;34,63;23,5;"PA"
"Plácido de Castro ";15,5;32,2;29,3;39,98;26;21,6;"AC"
"Planaltina do Paraná ";14,06;9,9;12,48;39,1;26,6;17,1;"PR"
"Planaltina ";23,44;30,92;28,73;30,46;25,6;14,56;"GO"
"Planaltino ";16,18;15,24;27,4;63,25;49,16;35,9;"BA"
"Planalto Alegre ";10,76;NA;9,58;23,66;19;9,9;"SC"
"Planalto ";18,37;22,18;22,91;96,64;54,59;29,8;"BA"
"Planalto da Serra ";4,45;27,03;18,11;27,37;25,75;17,3;"MT"
"Planalto ";6;8,96;13,29;32,71;29,39;17,9;"PR"
"Planalto ";9,69;12,42;16,49;26,34;24,4;15;"RS"
"Planalto ";4,59;6,44;9,19;26,33;22,1;13;"SP"
"Planura ";8,31;18,18;15,42;26,38;20,73;13,7;"MG"
"Platina ";6,79;5,56;13,72;34,91;24;15,6;"SP"
"Poá ";12,23;14,31;10,98;23,57;19,4;12,8;"SP"
"Poção de Pedras ";12,39;14,64;29,84;82,38;53,15;33;"MA"
"Poção ";20,26;28,49;47,16;97,65;84,55;42,3;"PE"
"Pocinhos ";8,42;12,51;24,85;74,87;44,55;22,4;"PB"
"Poço Branco ";10,57;14,76;37,07;65,66;51,04;24;"RN"
"Poço Dantas ";28,29;11,46;24,51;84,07;67,52;36,9;"PB"
"Poço das Antas ";4,44;2,17;11,58;18,6;17,8;9,5;"RS"
"Poço das Trincheiras ";10,37;20;18,43;104,66;66,63;35,8;"AL"
"Poço de José de Moura ";7,97;6,17;24,62;84,07;43,24;19,5;"PB"
"Poções ";15,58;20,64;33,78;78,25;42,75;19,5;"BA"
"Poço Fundo ";4,62;6,11;11,55;30,83;20,6;12,5;"MG"
"Poconé ";8,85;20,06;17,83;40,09;32,3;18;"MT"
"Poço Redondo ";14,15;17,27;39,84;86,81;50,99;25,8;"SE"
"Poços de Caldas ";8,45;8,8;9,92;20,7;13,27;11,27;"MG"
"Poço Verde ";11,21;22,93;35,34;78,36;46,59;27,3;"SE"
"Pocrane ";7,33;8,17;15,31;32,68;30,25;18,8;"MG"
"Pojuca ";21,54;27,33;21,12;55,92;39,61;16,4;"BA"
"Poloni ";7,07;6,73;2,28;21,66;16,2;12;"SP"
"Pombal ";8,2;10,77;17,22;67,71;38,23;21,1;"PB"
"Pombos ";14,09;17,05;21,58;68,24;48;20,2;"PE"
"Pomerode ";6,83;9,41;17,02;22,92;17,3;9,6;"SC"
"Pompéia ";9,14;5,17;8;24,14;14,6;12,1;"SP"
"Pompéu ";18;19,9;18,26;30,37;29,88;15,2;"MG"
"Pongaí ";7,1;10,62;11,18;26,9;18,7;13,8;"SP"
"Ponta de Pedras ";17,27;19,92;31,71;47,69;35,37;22,9;"PA"
"Ponta Grossa ";10,12;13,47;15,41;31,84;20,4;12,19;"PR"
"Pontal do Araguaia ";10,79;8,7;6,86;28,19;19,82;17,1;"MT"
"Pontal do Paraná ";11,62;14,25;21,51;31,84;21,39;12,9;"PR"
"Pontalina ";9,46;11,3;6,11;24,83;23,2;13,1;"GO"
"Pontalinda ";18,14;11,8;15,41;33,17;19,8;13,5;"SP"
"Pontal ";16,67;17,18;17,37;26,46;22,6;14,3;"SP"
"Pontão ";5,94;7,35;9,43;28,04;18;10,4;"RS"
"Ponta Porã ";15,95;22,76;27,75;29,64;21,69;20,1;"MS"
"Ponte Alta do Bom Jesus ";11,99;12,58;40,28;68,28;37,05;15,7;"TO"
"Ponte Alta do Norte ";7,21;16,76;16,31;30,84;28,2;14,8;"SC"
"Ponte Alta do Tocantins ";5,6;38,48;20,05;56,25;45,19;21,7;"TO"
"Ponte Alta ";8;15,34;15,98;42,02;29,2;16,2;"SC"
"Ponte Branca ";12,41;7,61;29,97;31,43;24,43;18;"MT"
"Ponte Nova ";16,98;14,38;13,03;36,91;29,2;14;"MG"
"Ponte Preta ";2,05;NA;4,62;19,2;17,7;9,7;"RS"
"Pontes E Lacerda ";12,84;14,59;16,69;28,76;23,47;18;"MT"
"Ponte Serrada ";11,29;13,58;11,75;32,96;31,2;17,6;"SC"
"Pontes Gestal ";10,23;18,1;20,91;35,8;24,4;17,5;"SP"
"Ponto Belo ";15;17,94;11,49;40,46;33,5;18,6;"ES"
